ng,134442
sa,127336
ang,106986
na,90236
mga,72241
ay,60929
at,47423
ito,18395
si,14119
ni,12028
o,10002
bilang,9980
may,9740
hindi,9663
siya,9520
kanyang,9171
para,8183
mula,7361
nito,5878
kung,5838
upang,5206
dahil,4416
niya,4194
nang,4161
isa,3998
rin,3912
naging,3593
din,3535
mas,3131
pa,3128
tao,3031
hanggang,3027
lamang,2828
bahagi,2608
pamamagitan,2602
saan,2581
ilang,2545
kay,2486
taon,2469
nasa,2379
iba,2330
lungsod,2298
kasama,2275
lahat,2248
sila,2211
panahon,2203
pilipinas,2158
walang,2152
taong,2141
pagkatapos,2019
bansa,1921
habang,1835
loob,1817
naman,1803
pangunahin,1736
dito,1724
araw,1701
tulad,1691
ayon,1690
lugar,1518
nila,1489
kilala,1451
bago,1427
pangalan,1419
mundo,1392
anak,1373
bawat,1348
kabilang,1347
album,1325
maging,1319
kapag,1312
pelikula,1267
buhay,1246
pagitan,1244
higit,1231
bayan,1215
uri,1209
matapos,1193
babae,1183
karamihan,1159
ilalim,1145
mayroon,1081
ingles,1041
kaya,997
dating,994
kahit,971
iyon,962
tungkol,929
ngayon,928
san,923
kanya,922
unibersidad,909
sina,896
halos,893
batas,891
katulad,890
apat,889
mataas,882
opisyal,877
bagay,869
simbahan,860
ginawa,857
populasyon,851
siglo,849
halimbawa,847
laro,844
laban,839
oras,832
subalit,811
pamahalaan,810
diyos,807
paggamit,806
pangkat,806
estado,803
wika,792
ama,789
ipinanganak,776
katawan,763
banda,756
paraan,755
dapat,746
kasaysayan,743
madalas,743
maaari,736
namatay,733
bagaman,724
grupo,724
lalaki,712
paaralan,708
hapon,705
orihinal,703
tubig,700
lalawigan,698
malapit,697
kapatid,693
simula,692
mayo,688
serye,687
marso,679
sinabi,675
sarili,673
enero,671
maliit,671
gamit,665
bata,664
pag-aaral,657
disyembre,652
pamilya,652
kanta,647
artista,644
palabas,640
oktubre,639
buwan,635
ilog,624
marami,618
wala,613
ilan,612
ina,612
hunyo,610
nobyembre,600
bahay,597
una,594
abril,593
sakit,590
hulyo,587
agosto,585
miyembro,585
aklat,582
muli,581
gawa,570
silang,570
timog,567
rehiyon,566
gaya,561
kasapi,560
pangulo,557
salita,554
nina,553
gumawa,551
lupa,550
pebrero,546
pinuno,546
sistema,545
pilipino,543
manlalaro,542
sining,540
kanila,536
antas,532
anyo,531
di,529
kaysa,528
dekada,521
limang,517
noon,516
pagbabago,516
kulay,514
lokal,506
musika,506
man,505
pati,499
gusali,498
telebisyon,498
sanhi,496
batay,495
paggawa,494
pagkain,491
kasalukuyan,485
edad,483
maynila,483
lang,481
papel,481
sumunod,480
lalo,474
dalawa,471
asawa,470
gawain,468
linya,468
pook,467
tunay,464
hari,459
rito,455
katangian,452
kaso,450
katao,450
mag-aaral,450
kamatayan,449
kapangyarihan,449
hayop,446
anim,445
partikular,442
labas,440
huli,439
programa,437
digmaan,433
malawak,433
gulang,430
dahilan,421
kahulugan,419
lumabas,412
dagat,411
patuloy,408
pagkakaroon,407
gamitin,406
halaga,405
labanan,403
alam,400
europa,400
awit,398
kuwento,395
trabaho,395
militar,393
pagkakataon,389
larangan,388
tsina,385
linggo,383
daigdig,381
minsan,380
nagbigay,379
kastila,378
dumating,377
partido,376
kasunod,374
sentro,374
pero,373
karaniwan,372
bersyon,367
mahigit,366
hesus,364
magiging,364
malakas,364
beses,362
bukod,360
korea,359
layunin,358
manunulat,358
kailangan,357
bumalik,355
agham,354
amerika,354
sukat,353
resulta,352
lupain,350
mabilis,347
amerikano,346
lumitaw,346
karakter,343
doon,341
kabila,337
romano,337
tahanan,337
magkaroon,336
pinakamataas,336
bato,335
pulo,335
milyon,334
karera,333
distrito,331
kultura,331
metro,331
serbisyo,327
matagumpay,326
dugo,325
la,325
magulang,324
kaharian,322
daan,318
kaibigan,317
lakas,317
edukasyon,314
ibabaw,314
larawan,314
samantalang,314
tagumpay,314
ministro,313
bagyo,310
pamagat,309
produkto,309
tauhan,309
kababaihan,308
lipunan,307
labis,306
pagsusuri,305
ano,304
emperador,304
mamamayan,303
tawag,303
patungo,301
puno,301
sumali,300
espanya,299
ekonomiya,298
gitnang,298
kamay,298
kompanya,297
mo,297
papa,296
estasyon,295
posisyon,294
hangin,292
kapwa,292
kolehiyo,291
pumasok,291
mang-aawit,290
tunog,290
bumubuo,288
epekto,288
problema,288
gabi,287
sikat,280
gitna,279
malaki,279
tiyak,279
gayon,278
hapones,278
mahusay,278
ulo,278
industriya,277
pangyayari,277
bundok,276
ukol,276
yugto,276
kaganapan,275
pagganap,275
paksa,274
nilikha,273
pananaw,272
lumipat,271
tungkulin,271
hangganan,270
nagtapos,270
tulong,270
disenyo,269
paano,269
asya,268
pamamaraan,268
pinakamahusay,267
sumusunod,267
gamot,263
humigit-kumulang,263
silangan,263
tagalog,263
impormasyon,262
likas,261
gayundin,260
istasyon,260
kabisera,260
galing,259
itaas,259
koponan,259
negosyo,259
titik,259
umalis,259
sabihin,258
umabot,258
ganap,256
tanyag,256
balat,255
paligid,255
pananaliksik,254
pamamahala,253
tsino,253
relasyon,251
kakayahan,249
dulo,248
kristiyano,248
gobyerno,246
hilaga,246
karagdagan,246
kaugnay,246
ko,246
aleman,245
guro,245
muslim,245
pinagmulan,245
proyekto,244
republika,244
katumbas,243
mahirap,243
dati,241
gumanap,241
media,241
modelo,241
ibig,240
kaugnayan,240
kilometro,240
kabuuan,239
lumikha,239
publiko,239
talaan,239
griyego,238
halaman,238
hanay,238
nais,237
ako,236
base,235
direktor,235
kanluran,234
haba,233
kadalasan,233
mahalaga,233
banal,232
kalayaan,232
pagkakaiba,232
paglalakbay,232
kabataan,230
pagkaraan,229
tren,229
imperyo,228
klase,228
operasyon,228
santo,228
itim,227
mismo,227
numero,227
pamumuno,227
pisikal,227
alemanya,226
tulay,226
pamayanan,225
termino,225
damit,223
obispo,223
sintomas,223
pagdiriwang,222
sapat,222
taas,222
radyo,221
manila,220
daanan,219
pag-unlad,219
pranses,219
kaalaman,218
pormal,217
panganib,216
hudyo,215
mata,215
gumamit,214
kapaligiran,214
magmula,214
nakikita,214
pagkamatay,214
pagtaas,214
katoliko,213
plano,213
hugis,212
pahayag,212
gawin,211
paglabas,211
kawalan,210
sangay,210
drama,209
elemento,209
mababa,209
santa,209
karapatan,208
kinatawan,208
presyo,207
ehipto,205
espesyal,205
kaniya,205
kinakailangan,205
parangal,205
dami,204
latin,204
relihiyon,204
papunta,203
akda,202
awitin,202
pagdating,202
tanggapan,202
humantong,201
kinikilala,201
halalan,200
pamantasan,200
paniniwala,200
agad,199
enerhiya,199
kalye,199
kopya,199
panlipunan,199
pari,199
sakop,199
barko,198
samantala,198
aktor,197
puso,197
paggamot,196
pagtatayo,196
malinaw,195
tula,195
don,194
pangangailangan,194
punto,194
baybayin,193
kontrol,193
pagtatapos,193
kasal,192
kasunduan,192
nayon,192
karne,191
katedral,191
selula,191
sibil,191
bumuo,190
padre,190
paglikha,190
gilid,189
nga,189
pagbibigay,189
hukbo,188
kapitan,188
katotohanan,188
paliparan,188
pinsala,188
kalagayan,187
patakaran,187
heneral,186
kalahati,186
klima,185
makita,185
isla,184
isyu,184
lalake,184
normal,184
popular,184
siyam,184
ginto,183
pagsasanay,183
kalapit,182
lindol,181
samahan,181
senso,181
sulat,181
matagal,180
diyosesis,179
komunidad,179
lawa,179
listahan,179
artikulo,178
ka,178
marahil,178
dantaon,177
kalagitnaan,177
nobela,177
mukha,176
natural,176
pandaigdig,176
tala,176
tinanggap,176
italya,175
pag-aari,175
pagsulat,175
abenida,174
panitikan,174
pinili,174
tatlo,174
teritoryo,174
apoy,173
kundi,173
pangkalahatan,173
kalikasan,172
magagamit,172
panig,172
palasyo,171
panlabas,171
pera,171
tila,171
espanyol,170
hiwalay,170
gusto,169
impeksiyon,169
sundalo,169
britanya,168
manggagawa,168
pag-ibig,168
kritiko,167
liwanag,167
lumaki,167
tradisyon,167
ulat,167
bukas,166
panloob,166
temperatura,166
institusyon,165
israel,165
kita,165
libro,165
materyal,165
organisasyon,165
kahoy,164
estudyante,163
personal,163
puwesto,163
kalusugan,162
may-akda,162
nag-aral,162
nawala,162
nilalaman,162
parang,162
sangkap,162
tumaas,162
malamang,161
ulit,161
bakit,160
pagtatanghal,160
datos,159
hinirang,159
karanasan,159
katayuan,159
kompyuter,159
kondisyon,158
mainit,158
museo,158
nakatira,158
ruta,158
yunit,158
kanser,157
konseho,157
pansin,157
tumagal,157
interes,156
puntos,156
umaga,156
natalo,155
natanggap,155
boto,154
canada,154
dagdag,154
nilalang,154
simbolo,154
tampok,154
gastos,153
impluwensiya,153
pamilihan,153
teksto,153
bunga,152
likod,152
medalya,152
sanggol,152
sasakyan,152
bangko,151
metal,151
natitira,151
park,151
petsa,151
paglalarawan,150
pareho,150
sumulat,150
ospital,149
pagpatay,149
reyna,149
team,149
ugat,149
artist,148
kalaban,148
kapanahunan,148
tatak,148
kagamitan,147
kakulangan,147
kasarian,147
lawak,147
patay,147
edisyon,146
malaman,145
paligsahan,145
tirahan,145
trono,145
bituin,144
internasyonal,144
korte,144
muna,144
pagtuturo,144
teknolohiya,144
teoriya,144
gas,143
kalihim,143
matatag,143
salaysay,143
aktres,142
gobernador,142
isda,142
kagawaran,142
mabuti,142
makuha,142
harap,141
kampus,141
mamatay,141
tungo,141
lubos,140
mahal,140
pagbuo,140
pagkilala,140
pasahero,140
tindahan,140
sino,139
takot,139
kabanata,138
kahirapan,138
paa,138
paghahanap,138
palaro,138
palitan,138
regular,138
tumanggap,138
dulot,137
liham,137
natin,137
kumuha,136
labi,136
laki,136
pula,136
radio,136
angkop,135
ebidensiya,135
hinaharap,135
huwag,135
kalakalan,135
lahi,135
propesyonal,135
baka,134
buto,134
piraso,134
australia,133
estilo,133
nahalal,133
ninuno,133
baga,132
katapusan,132
magbigay,132
saklaw,132
tag-init,132
utak,132
awtoridad,131
gantimpala,131
laman,131
langis,131
medyo,131
miss,131
pag,131
pagsubok,131
pamumuhay,131
ba,130
balita,130
kalalakihan,130
kasabay,130
kontrata,130
maayos,130
minuto,130
nakasulat,130
ngipin,130
pulis,130
seremonya,130
indonesia,129
naglalarawan,129
pahayagan,129
tema,129
bibliya,128
kapanganakan,128
komiks,128
hakbang,127
kalidad,127
literal,127
paghahari,127
paglipas,127
solo,127
bersiyon,126
depende,126
kapulungan,126
katunayan,126
napili,126
pagkawala,126
titulo,126
area,125
europeo,125
kapayapaan,125
lihim,125
sekswal,125
